winner
KSA
SEN
ENG
ENG
IRN
RUS
ARG
RUS
ISL
JPN
CIV
ARG
NGA
RUS
ARG
ENG
SEN
TUN
BEL
BEL
ARG
KOR
ITA
USA
MEX
POL
ITA
POR
SUI
BEL
USA
TUN
KSA
SUI
KSA
AUS
IRN
ARG
SRB
MEX
ESP
SEN
ENG
CHI
ITA
USA
ARG
ESP
BEL
BEL
ENG
CHI
POL
KSA
SEN
KSA
ENG
BEL
ARG
BEL
CIV
POL
RUS
ENG
ESP
AUS
RUS
ARG
CIV
SEN
CIV
CHI
GER
POR
IRN
IRN
KSA
IRN
ARG
BEL
CHI
GER
ENG
KSA
FRA
ENG
ARG
IRN
RUS
SEN
FRA
ARG
GER
NGA
RUS
IRN
ARG
FRA
ESP
CIV
IRN
ITA
ESP
ENG
NGA
KSA
FRA
ESP
ARG
ARG
CIV
BRA
AUS
IRN
SEN
FRA
ESP
SUI
ARG
AUS
ENG
MEX
ARG
SRB
MEX
ESP
IRN
ARG
POL
JPN
CHI
ITA
USA
ARG
SUI
POR
ENG
CRC
CRC
ARG
CIV
ARG
TUN
POR
AUS
BEL
POR
ENG
SRB
IRN
USA
FRA
CIV
ITA
ARG
RUS
CHI
BRA
ARG
MEX
ENG
NGA
IRN
KSA
ARG
RUS
POR
ARG
KSA
RUS
ARG
CRO
USA
ISL
CHI
USA
IRN
SRB
ESP
ENG
MEX
GER
SEN
MEX
FRA
ARG
ARG
ENG
KOR
NGA
BRA
BEL
ITA
CIV
ARG
JPN
ITA
CRC
MEX
CIV
POL
BRA
USA
TUN
ENG
BRA
POR
GER
BEL
SEN
RUS
FRA
EGY
FRA
COL
CHI
MEX
ESP
ENG
BEL
NGA
RUS
SEN
CRC
POL
CIV
RUS
KOR
RUS
USA
FRA
USA
BRA
FRA
SUI
POR
RUS
ESP
CIV
ARG
ESP
NGA
USA
ESP
USA
GER
KSA
CIV
NGA
CIV
FRA
ARG
ARG
IRN
ESP
CIV
SRB
ARG
ARG
BRA
FRA
USA
ARG
SEN
CHI
CIV
CIV
ARG
POL
GER
AUS
BEL
RUS
CRO
CHI
FRA
ARG
ESP
SEN
ARG
KSA
KSA
TUN
POL
BEL
ENG
CIV
ENG
POR
ARG
IRN
FRA
ARG
COL
KSA
IRN
ARG
ENG
BRA
KOR
CIV
RUS
BEL
ENG
BEL
ARG
BEL
USA
RUS
IRN
SRB
CIV
CIV
KSA
CRC
KSA
KOR
IRN
BEL
IRN
SEN
FRA
CIV
FRA
SEN
CRO
CHI
TUN
ITA
BRA
BEL
IRN
USA
ENG
FRA
ARG
GER
KOR
ARG
BEL
KSA
TUN
KOR
ARG
POL
CIV
MEX
SUI
POL
IRN
TUN
USA
RUS
SEN
GER
ARG
SRB
RUS
CIV
CRO
ARG
FRA
KOR
POL
CIV
JPN
IRN
KSA
ARG
SUI
ESP
CRO
ARG
SUI
AUS
SEN
CIV
RUS
ARG
RUS
BEL
KSA
RUS
ARG
CIV
JPN
ESP
AUS
BRA
KOR
GER
CHI
CHI
KSA
ARG
FRA
FRA
CIV
CIV
AUS
CIV
FRA
ARG
ENG
ENG
CRC
ARG
KSA
FRA
CHI
AUS
IRN
ARG
KOR
ISL
SEN
ENG
ESP
CIV
JPN
IRN
ENG
ARG
EGY
ESP
ARG
POR
ENG
KOR
SUI
ARG
USA
POL
ARG
CIV
USA
SRB
POL
CRO
BEL
GER
ARG
ARG
SEN
NGA
RUS
FRA
KSA
USA
ARG
RUS
BEL
SRB
ESP
CIV
RUS
USA
AUS
ARG
CIV
ENG
ESP
IRN
IRN
EGY
IRN
CIV
SEN
ARG
POL
RUS
ENG
ARG
POR
RUS
SEN
FRA
USA
CIV
MEX
ESP
ARG
IRN
AUS
SUI
CIV
ARG
SEN
FRA
BRA
BEL
SRB
TUN
MEX
NGA
TUN
ARG
IRN
POR
ESP
BRA
RUS
POL
ENG
ARG
RUS
SRB
USA
ARG
IRN
USA
BRA
ARG
FRA
BEL
ARG
ESP
GER
ARG
KOR
FRA
SUI
AUS
BRA
ENG
CRO
POL
GER
TUN
ENG
CIV
ESP
BEL
KSA
IRN
ARG
EGY
SEN
TUN
CHI
ARG
GER
BRA
BRA
ITA
USA
ARG
USA
RUS
USA
TUN
SRB
FRA
ESP
USA
POR
ARG
FRA
IRN
POL
GER
ENG
POR
ENG
ENG
ESP
RUS
GER
ARG
IRN
FRA
CIV
FRA
SEN
JPN
MEX
FRA
ARG
NGA
ENG
FRA
KSA
CIV
CRO
CRO
KSA
AUS
SUI
SRB
FRA
ENG
ESP
BRA
SRB
IRN
BRA
FRA
AUS
CIV
BRA
BEL
BRA
SEN
USA
CIV
BEL
ENG
ARG
ENG
POR
ARG
ARG
KSA
IRN
ENG
ARG
POR
SEN
ARG
AUS
BRA
ARG
USA
IRN
IRN
CIV
USA
KSA
ARG
KSA
FRA
ARG
BEL
BRA
ARG
SEN
TUN
SUI
USA
CRO
SEN
BEL
MEX
RUS
POR
ARG
KSA
SEN
IRN
IRN
CIV
USA
FRA
CIV
BEL
ARG
TUN
KSA
CRC
SUI
TUN
ARG
FRA
MEX
ENG
NGA
SUI
ESP
KSA
KSA
SEN
SWE
CIV
IRN
POR
ITA
SEN
ENG
SEN
USA
GER
IRN
KSA
FRA
USA
KOR
SRB
SEN
IRN
AUS
SUI
SEN
KSA
IRN
ENG
ESP
SRB
SEN
POR
AUS
BEL
CHI
BEL
CHI
ESP
FRA
USA
IRN
CHI
KOR
RUS
ARG
BEL
BRA
ARG
IRN
MEX
GER
CRO
CIV
ARG
ESP
POL
ESP
RUS
FRA
SEN
BRA
KSA
ENG
ENG
SUI
ENG
FRA
JPN
IRN
ARG
CRO
CRO
BRA
POR
KOR
IRN
ARG
NGA
RUS
CHI
KSA
IRN
ENG
CIV
TUN
IRN
SEN
POR
RUS
POL
POR
ARG
ENG
CIV
ENG
ESP
IRN
IRN
RUS
SWE
CIV
SEN
CRO
FRA
SRB
BRA
ARG
BRA
ENG
CIV
KOR
USA
BEL
ARG
POR
SUI
BEL
BEL
COL
ESP
JPN
CIV
GER
RUS
ESP
ARG
EGY
BRA
AUS
SWE
CHI
ARG
BEL
ARG
RUS
RUS
ISL
CHI
KOR
BRA
ENG
ARG
FRA
ESP
BRA
ARG
SUI
IRN
ARG
URU
SEN
IRN
ITA
KSA
CIV
ISL
KOR
ARG
MEX
BRA
ESP
ARG
BEL
KOR
ARG
BEL
IRN
JPN
SRB
GER
CHI
ARG
MEX
BEL
SRB
POR
SRB
CIV
FRA
ESP
ESP
CIV
ARG
CIV
MEX
TUN
SEN
IRN
MEX
GER
RUS
RUS
FRA
ESP
POL
IRN
SEN
CIV
CRC
SEN
KOR
FRA
FRA
BRA
KSA
ARG
SEN
SRB
IRN
KOR
SEN
ARG
CIV
KSA
BEL
IRN
ARG
FRA
SEN
IRN
MEX
KSA
USA
KSA
POL
CHI
KSA
RUS
BEL
ENG
ARG
SUI
KSA
ESP
SUI
KOR
ARG
RUS
POR
KSA
CIV
POL
BRA
TUN
SEN
ARG
POR
USA
CIV
SWE
POR
IRN
IRN
BEL
BRA
USA
GER
SRB
ENG
ARG
RUS
SRB
FRA
BEL
ARG
CIV
BEL
KSA
ENG
BEL
RUS
POR
ARG
SUI
ARG
ESP
BEL
IRN
ITA
JPN
KOR
ARG
CRO
ESP
ENG
GER
ENG
BEL
SRB
ARG
ENG
ENG
GER
RUS
IRN
RUS
FRA
FRA
ENG
SEN
BRA
FRA
RUS
ARG
GER
GER
ARG
POL
CIV
CIV
NGA
ENG
KSA
CRO
BRA
CHI
USA
IRN
TUN
CIV
RUS
FRA
BRA
COL
IRN
CIV
AUS
CRO
TUN
RUS
SEN
JPN
ARG
MEX
ARG
ARG
SEN
ARG
BEL
ESP
IRN
ENG
BRA
BRA
ARG
ARG
SEN
BEL
KSA
BRA
SRB
TUN
POL
NGA
KSA
ISL
MEX
BEL
RUS
NGA
ENG
GER
BEL
USA
RUS
FRA
CIV
CRO
IRN
ARG
BEL
ARG
BEL
MEX
ARG
IRN
KSA
SRB
KSA
CRO
BEL
SEN
ENG
SEN
ARG
KSA
CIV
IRN
SEN
RUS
ARG
SUI
KSA
ARG
KSA
TUN
SUI
IRN
CIV
GER
NGA
IRN
SRB
CHI
IRN
ESP
RUS
ARG
FRA
ARG
IRN
CIV
SWE
SEN
SEN
IRN
RUS
ENG
ARG
GER
ESP
CHI
ARG
ARG
TUN
SEN
FRA
CIV
BRA
CRO
RUS
ARG
SUI
NGA
IRN
ARG
USA
KSA
JPN
IRN
CRO
ARG
BRA
BEL
RUS
RUS
SUI
CIV
BRA
ESP
SEN
EGY
BRA
GER
FRA
SUI
RUS
SUI
GER
SRB
ESP
GER
IRN
KSA
ESP
IRN
ARG
MEX
ARG
SUI
FRA
ARG
RUS
SEN
CHI
SEN
BRA
CIV
IRN
CIV
ARG
ISL
GER
ENG
IRN
KSA
RUS
RUS
SRB
AUS
SEN
CIV
KOR
RUS
RUS
BRA
BRA
CIV
ESP
IRN
POL
MEX
RUS
KSA
USA
MEX
BRA
ENG
SEN
SUI
KOR
KSA
GER
BRA
CIV
IRN
SUI
IRN
GER
SEN
POR
BRA
USA
CIV
KSA
CIV
MEX
TUN
FRA
TUN
KOR
FRA
MEX
CIV
BEL
ENG
JPN
RUS
ARG
POR
AUS
KSA
SUI
URU
MEX
MEX
SUI
FRA
ENG
BRA
BEL
ARG
ESP
CIV
FRA
POR
USA
KSA
CIV
POL
CIV
RUS
TUN
CRO
ARG
IRN
ARG
IRN
IRN
BRA
ARG
GER
FRA
BRA
CIV
USA
CIV
CIV
USA
CIV
USA
MEX
ITA
IRN
SEN
KSA
ESP
SUI
SEN
ENG
IRN
ENG
ARG
SEN
ARG
IRN
BEL
SEN
ITA
CHI
CRO
ENG
CRC
SEN
RUS
KOR
SRB
RUS
BRA
AUS
GER
NGA
ARG
CRO
USA
TUN
POL
EGY
POL
IRN
BEL
SRB
USA
KSA
FRA
KSA
BRA
BEL
ESP
SWE
MEX
AUS
CIV
SUI
ESP
EGY
JPN
POL
RUS
BRA
USA
COL
ENG
ESP
COL
ENG
KOR
ITA
IRN
CIV
BEL
COL
ARG
SEN
RUS
GER
IRN
CIV
IRN
RUS
SUI
CRO
ARG
BEL
GER
POR
CIV
ENG
ARG
JPN
SEN
SRB
MEX
BEL
SEN
ENG
POR
ESP
IRN
SUI
ESP
IRN
MEX
ARG
NGA
IRN
SEN
FRA
BRA
TUN
RUS
BRA
CIV
KSA
IRN
ARG
ARG
KOR
IRN
SRB
CIV
SEN
CIV
FRA
POR
ESP
ENG
BRA
KSA
RUS
MEX
RUS
KSA
ENG
KSA
ESP
BEL
CIV
ESP
BEL
FRA
SUI
MEX
ENG
ENG
ESP
GER
CIV
FRA
ARG
CIV
ENG
CHI
COL
KSA
ENG
JPN
ITA
CRC
ARG
IRN
ARG
FRA
ENG
IRN
CRC
KSA
USA
IRN
IRN
KSA
POL
BEL
ITA
ARG
SEN
FRA
ENG
RUS
KSA
ENG
FRA
SWE
GER
IRN
BEL
ITA
ESP
ARG
BRA
ARG
USA
AUS
ARG
ENG
CIV
MEX
ARG
ARG
EGY
CIV
ARG
ARG
KSA
BEL
SEN
RUS
ARG
ENG
ITA
CHI
IRN
CIV
POL
BRA
KSA
AUS
SEN
KSA
RUS
ARG
SRB
TUN
ENG
USA
USA
BEL
KOR
USA
ARG
ENG
ARG
KSA
CRO
FRA
ARG
KOR
USA
POR
ENG
SUI
ENG
FRA
BRA
IRN
CIV
ESP
SRB
POL
SUI
CIV
BRA
COL
FRA
CIV
SUI
SUI
SEN
IRN
GER
CRO
FRA
TUN
ARG
CRO
CIV
CRO
CIV
USA
ARG
BEL
USA
USA
ENG
KOR
EGY
ESP
FRA
ARG
BEL
KOR
BEL
BEL
KOR
ENG
ARG
CRC
IRN
SEN
ARG
ARG
KOR
FRA
AUS
ENG
CRC
ENG
CIV
CIV
ESP
CIV
MEX
ENG
SWE
KOR
BRA
USA
GER
SEN
CIV
CIV
ARG
COL
POR
KSA
FRA
SWE
RUS
GER
ARG
GER
CIV
SUI
KSA
ENG
ARG
ESP
CHI
POL
ARG
